id,school_id,iern,batches_name,year_received,sources_fund,ecart_laptops,ecart_tablets,ecart_tv,charging_condition,remarks,created_at
398,500592,2026-07927,2024-01,2024,DepEd (DCP),46,0,1,Functional,Some laptops are no longer functioning.,2026-04-07 06:51:55.359090+00:00
1976,109854,2026-19885,Batch 2020,2020,DepEd (DCP),1,0,0,Functional,"Lapel, speaker",2026-04-10 05:10:35.272986+00:00
1977,109854,2026-19885,Batch 40,2019,DepEd (DCP),1,0,0,Functional,projector and multimedia speaker,2026-04-10 05:10:35.278452+00:00
670,301113,2026-20030,DCP Batch 2023,2023,DepEd (DCP),46,0,0,Functional,,2026-04-07 15:04:52.123003+00:00
673,108345,2026-18053,2024-02,2024,DepEd (DCP),0,0,5,Functional,,2026-04-07 16:44:25.960624+00:00
674,108345,2026-18053,2023-03,2024,DepEd (DCP),5,0,0,Functional,,2026-04-07 16:44:25.966710+00:00
659,108468,2026-18193,BATCH 20-MULTIMEDIA PACKAGE,2021,DepEd (DCP),1,0,1,Functional,LAPEL,2026-04-07 13:44:39.770014+00:00
3431,501208,2026-07498,TNE LT-CART,2024,DepEd (DCP),46,0,0,Functional,,2026-04-13 07:02:53.018318+00:00
449,307121,2026-16020,Batch 20,2019,DepEd (DCP),50,0,1,Functional,,2026-04-07 07:29:21.740112+00:00
384,304787,2026-41383,DCP Package Batch 2023-03,2023,DepEd (DCP),5,0,0,Functional,,2026-04-07 06:46:21.287567+00:00
408,312321,2026-31207,BATCH 2023,2024,DepEd (DCP),46,0,1,Functional,"router, charging carts",2026-04-07 06:53:30.242555+00:00
391,301236,2026-18087,Batch (E-learning Cart Package),2022,DepEd (DCP),46,0,1,Functional,"2 TP Link, 46Headsets, 46 wireless mouse, 46 laptop bags, 46 mouse pads, pixpro charging cart, charge station, TV mounting Kit for External HDD + 2 meters USB cable, A data external Hard drive",2026-04-07 06:50:09.282471+00:00
385,304787,2026-41383,Batch 2022-01: E-Learning Package,2022,DepEd (DCP),46,0,0,Functional,Headphones,2026-04-07 06:46:21.291781+00:00
410,301567,2026-04493,batch 2022-01,2022,DepEd (DCP),46,0,0,Functional,,2026-04-07 06:54:13.042511+00:00
3432,501208,2026-07498,TNE LT-CART,2024,DepEd (DCP),46,0,0,Non-Functional,,2026-04-13 07:02:53.024067+00:00
3734,304166,2026-41144,Batch 46,2019,DepEd (DCP),0,50,0,Functional,,2026-04-13 09:31:25.956240+00:00
5692,501392,2026-39943,Batch 2024-01,2024,DepEd (DCP),46,0,0,Functional,None,2026-04-15 08:55:39.942955+00:00
5842,307720,2026-17116,DCP Project 2015 Batch 27,2015,DepEd (DCP),0,0,0,Functional,,2026-04-15 13:49:28.188799+00:00
5843,307720,2026-17116,Batch (E-Learning Package),2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 13:49:28.196315+00:00
417,500077,2026-11713,Batch 03,2021,DepEd (DCP),51,46,0,Functional,"Laptop bags, pouch, headphones",2026-04-07 06:59:38.780903+00:00
418,304305,2026-43375,Batch ,2025,DepEd (DCP),46,0,0,Functional,Routers and TV,2026-04-07 07:01:11.291888+00:00
427,303298,2026-34246,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Headset, charging cart, TV",2026-04-07 07:11:43.174227+00:00
432,307802,2026-20279,Batch 44,2024,DepEd (DCP),41,1,1,Functional,,2026-04-07 07:18:55.931417+00:00
435,501520,2026-17653,DCP 2023,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 07:20:49.116624+00:00
436,501520,2026-17653,DCP 2022 Batch 2022-03,2024,DepEd (DCP),5,0,0,Functional,,2026-04-07 07:20:49.122501+00:00
437,501520,2026-17653,DCP 2023 Package 2,2024,DepEd (DCP),0,0,5,Functional,,2026-04-07 07:20:49.126928+00:00
438,305566,2026-07480,BATCH 21,2025,DepEd (DCP),50,0,1,Functional,"ROUTERS,HEADPHONES,ADAPTERS",2026-04-07 07:21:46.075268+00:00
440,999328,999328,26,2022,DepEd (DCP),1,0,1,Functional,Headphones,2026-04-07 07:25:26.590663+00:00
441,999333,999333,Batch 33,2020,DepEd (DCP),0,40,0,Functional,,2026-04-07 07:25:28.482000+00:00
442,999539,999539,Batch 26,2022,DepEd (DCP),20,0,0,Functional,,2026-04-07 07:25:49.273436+00:00
443,999539,999539,Batch 2024,2024,DepEd (DCP),46,0,0,Functional,,2026-04-07 07:25:49.279075+00:00
447,999151,999151,2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 07:28:58.991776+00:00
448,999053,999053,202,2024,DepEd (DCP),5,0,0,Functional,,2026-04-07 07:29:02.391839+00:00
531,306039,2026-43405,eLearning Cart Package Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,"2 units Charging/Storage Carts, 2 units Wireless Routers, 1 unit External Hard Drive",2026-04-07 08:24:21.460884+00:00
532,306039,2026-43405,Laptop for Teaching Batch 2023-03,2023,DepEd (DCP),3,0,0,Functional,,2026-04-07 08:24:21.469905+00:00
460,301642,2026-05264,BATCH 33,2021,DepEd (DCP),46,0,18,Functional,,2026-04-07 07:35:12.539630+00:00
473,307819,2026-17884,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 07:37:57.032405+00:00
616,301248,2026-17961,eLearning Cart Package,2022,DepEd (DCP),46,0,1,Functional,"Modem Router, External Hard Drive, Charging Cart",2026-04-07 10:40:47.981905+00:00
617,301248,2026-17961,DCP Packages Batch 2023-03,2024,DepEd (DCP),5,0,0,Functional,"Wireless Optical Mouse, Headset with Microphone, USB Recovery Flash Drive, Backpack",2026-04-07 10:40:47.986710+00:00
1050,500278,2026-44500,eLC,2024,DepEd (DCP),46,0,1,Functional,,2026-04-08 13:39:51.144232+00:00
637,300006,2026-07721,Batch 2023-01: eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 12:19:38.114888+00:00
1172,300045,2026-08113,Batch 1,2019,DepEd (DCP),1,50,0,Functional,"Router-1
Mouse-50
Bag-50
Headphones-50",2026-04-09 02:09:19.480018+00:00
470,502750,2026-07897,Batch 26,2016,DepEd (DCP),1,0,0,Non-Functional,,2026-04-07 07:37:55.725298+00:00
471,502750,2026-07897,Batch 29,2017,DepEd (DCP),1,0,0,Non-Functional,,2026-04-07 07:37:55.730584+00:00
472,502750,2026-07897,Batch 40,2018,DepEd (DCP),1,0,0,Non-Functional,Interactive projector (not functional),2026-04-07 07:37:55.734741+00:00
632,501323,2026-12115,Batch 2024-01: e-Learning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"Routers, headset, mouse, External drive 5 terabytes",2026-04-07 11:49:48.308541+00:00
7123,302331,2026-27141,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 11:54:29.574356+00:00
648,500593,2026-07896,BATCH 35,2023,DepEd (DCP),42,0,2,Functional,,2026-04-07 13:03:40.865989+00:00
561,108111,2026-17779,2019,2019,DepEd (DCP),2,50,1,Functional,printer,2026-04-07 09:08:35.106956+00:00
1979,300982,2026-15692,44,2025,DepEd (DCP),51,0,0,Functional,,2026-04-10 05:11:05.334319+00:00
662,104399,2026-12805,DCP Barch 2019 - 01,2019,DepEd (DCP),0,50,0,Functional,,2026-04-07 14:08:17.472274+00:00
1078,302145,2026-25802,Batch 36,2017,DepEd (DCP),14,0,0,Non-Functional,,2026-04-08 14:20:51.384988+00:00
1079,302145,2026-25802,2020 Batch 2019-03,2020,DepEd (DCP),15,0,0,Non-Functional,,2026-04-08 14:20:51.390445+00:00
1080,302145,2026-25802,Batch 2024-03 Lot 2 Laptop for Teaching Package,2025,DepEd (DCP),5,0,0,Functional,,2026-04-08 14:20:51.394787+00:00
525,301650,2026-05350,BATCH 2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 08:12:00.803928+00:00
526,301650,2026-05350,BATCH 20,2021,DepEd (DCP),2,0,2,Functional,,2026-04-07 08:12:00.809067+00:00
527,301650,2026-05350,BATCH 33,2016,DepEd (DCP),2,0,0,Functional,,2026-04-07 08:12:00.817692+00:00
556,312947,2026-34128,e-Learning Cart Package,2024,DepEd (DCP),45,0,1,Functional,"Delux M139 Optical Wireless Mouse, and Goodness GS-355 Headset",2026-04-07 08:50:54.026311+00:00
529,325104,2026-43348,Batch 44,2024,DepEd (DCP),46,0,5,Functional,"Routers, headset, mouse",2026-04-07 08:16:02.060779+00:00
551,301084,2026-19978,Batch 33,2019,DepEd (DCP),46,0,0,Functional,"Headphones, mouse , mousepad",2026-04-07 08:41:31.483713+00:00
671,501588,2026-11998,Batch 44,2025,DepEd (DCP),46,0,0,Functional,,2026-04-07 15:16:59.372429+00:00
5311,308119,2026-19440,Batch 19,2025,DepEd (DCP),46,0,1,Functional,,2026-04-15 03:14:52.881085+00:00
1155,118136,2026-31082,batch 46,2024,DepEd (DCP),46,0,6,Functional,"Routers, adaptors, headsets",2026-04-09 01:33:51.480227+00:00
1140,307935,2026-18022,2023-01-elearning cart package,2024,DepEd (DCP),46,0,1,Functional,2 charging station,2026-04-09 01:07:38.007798+00:00
499,301207,2026-17740,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,"Witeless router, external hard drive",2026-04-07 07:52:57.532760+00:00
574,302894,2026-31800,Batch 56,2025,DepEd (DCP),46,0,1,Functional,"Router, headphones, external hard drive",2026-04-07 09:28:53.900488+00:00
620,306107,2026-12850,Batch 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 11:08:44.094140+00:00
555,501142,2026-11738,Batch 2024-01,2024,DepEd (DCP),50,0,1,Functional,Routers,2026-04-07 08:45:23.520934+00:00
506,312327,2026-31687,eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,Router and External Hard Drive,2026-04-07 07:54:28.835151+00:00
653,300585,2026-11540,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 13:24:21.064771+00:00
1182,308139,2026-19338,Batch2022,2024,DepEd (DCP),46,0,1,Functional,"TP-Link Rourter 2pcs
External Hard Drive 4TB 1pc",2026-04-09 02:25:43.487371+00:00
1173,300045,2026-08113,Batch 1,2024,DepEd (DCP),46,0,1,Functional,"Routers-2
Bags-50
Mouse-50
Headphones-50",2026-04-09 02:09:19.486049+00:00
5498,136896,2026-07588,e-Learning Cart,2023,DepEd (DCP),46,0,1,Functional,,2026-04-15 06:29:18.403198+00:00
1205,303694,2026-20958,DCP ,2022,DepEd (DCP),46,0,1,Functional,,2026-04-09 03:08:47.478553+00:00
1194,109607,2026-19550,Lot 3: IT Package (e-textbook),2019,DepEd (DCP),1,50,0,Functional,,2026-04-09 02:41:46.724784+00:00
1213,100786,2026-10407,DCP 2019-01:G4-6 ICT Package - Lot 1 Tablet,2021,DepEd (DCP),0,50,0,Functional,28 units functional the 22 units were unserviceable,2026-04-09 03:13:14.336011+00:00
1141,307935,2026-18022,2019-03 E Learning Cart Package,2021,DepEd (DCP),0,50,0,Functional,2 charging cart,2026-04-09 01:07:38.014353+00:00
2084,100828,2026-08521,DCP2019,2019,DepEd (DCP),0,50,0,Non-Functional,,2026-04-10 06:22:19.159702+00:00
5694,302511,2026-29342,E-LEARNING PACKAGE,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 08:56:06.799951+00:00
569,305935,2026-31949,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Carrying Bag, Wireless Mouse, Headset, 64 GB Flashdrive,Wireless Router, Charging Cart, Lacie STJJ5000400.",2026-04-07 09:19:19.270354+00:00
570,301277,2026-18116,DCP,2024,DepEd (DCP),46,0,2,Functional,"ROUTERS, HARD DRIVE",2026-04-07 09:21:08.832363+00:00
579,300448,2026-05118,DCP 2023,2023,DepEd (DCP),46,0,0,Functional,,2026-04-07 09:36:11.685012+00:00
584,103604,2026-11825,Batch 17,2020,DepEd (DCP),0,50,1,Functional,Headphones ,2026-04-07 09:38:23.810383+00:00
585,103604,2026-11825,Batch 17,2020,DepEd (DCP),0,50,1,Functional,Headphones ,2026-04-07 09:38:23.817685+00:00
615,302866,2026-31073,BATCH 2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 10:37:26.450707+00:00
1051,309155,2026-06103,Batch 46,2025,DepEd (DCP),46,0,1,Functional,,2026-04-08 13:43:18.928695+00:00
693,301178,2026-17695,DCP BATCH 36,2019,DepEd (DCP),0,50,0,Non-Functional,,2026-04-08 00:41:02.282234+00:00
694,301178,2026-17695,BATCH 2019,2019,DepEd (DCP),1,50,0,Non-Functional,,2026-04-08 00:41:02.288486+00:00
643,500867,2026-20014,BATCH 23,2023,DepEd (DCP),46,0,0,Functional,,2026-04-07 12:44:51.931645+00:00
1225,301493,2026-19695,eLearning Package,2023,DepEd (DCP),46,0,1,Functional,,2026-04-09 03:32:36.689267+00:00
695,301178,2026-17695,BATCH 2023-01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-08 00:41:02.293327+00:00
697,307813,2026-17813,2022-01,2022,DepEd (DCP),46,0,1,Functional,,2026-04-08 00:43:22.172630+00:00
660,302716,2026-30244,Batch 2019-02,2021,DepEd (DCP),50,40,1,Functional,"Wireless router-2, charging cart-2, External HDD-1",2026-04-07 13:49:20.632031+00:00
698,300098,2026-08632,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,"With Router, Hard Drive, Recovery Disc, Headset, Wireless Mouse, Mouse Pad",2026-04-08 00:45:46.791435+00:00
699,118315,2026-31302,Batch 29,2016,DepEd (DCP),1,0,0,Non-Functional,,2026-04-08 00:55:16.659856+00:00
700,118315,2026-31302,Batch 40,2018,DepEd (DCP),1,0,0,Non-Functional,,2026-04-08 00:55:16.664486+00:00
1105,500083,2026-11938,14,2024,DepEd (DCP),46,0,1,Functional,Routers,2026-04-08 16:02:17.028656+00:00
665,320805,2026-07732,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,"Heaphones, Wireless Mouse, Charger, USB Recovery Drive",2026-04-07 14:33:43.650647+00:00
668,500685,2026-39654, (E-Learning Cart Package Batch 2022-01),2024,DepEd (DCP),46,5,1,Functional,,2026-04-07 14:37:48.640136+00:00
669,500685,2026-39654, (E-Learning Packages 1 Package - Batch 2024-01),2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 14:37:48.644284+00:00
672,309028,2026-05425,batch 2023,2024,DepEd (DCP),46,0,1,Non-Functional,"Headphones, Hard drive and ",2026-04-07 15:40:40.039885+00:00
675,108345,2026-18053,2020,2021,DepEd (DCP),1,0,1,Non-Functional,Plus 1 not functional lapel,2026-04-07 16:44:25.972352+00:00
701,118315,2026-31302,Batch 26,2016,DepEd (DCP),1,0,0,Non-Functional,,2026-04-08 00:55:16.668215+00:00
177,321603,2026-20022,DCP22-L06-PKG1-REDDOT-24-0341,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 01:40:29.925628+00:00
5135,302546,2026-29360,batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,silicon power armor,2026-04-15 00:51:43.264216+00:00
2122,301503,2026-19777,DCP package 2024,2024,DepEd (DCP),92,0,2,Functional,,2026-04-10 06:52:20.224669+00:00
679,301163,2026-20004,DCP 2023,2024,DepEd (DCP),46,0,1,Functional,All peripherals are working.,2026-04-07 23:26:09.248661+00:00
680,103311,2026-11577,BATCH 2019,2019,DepEd (DCP),0,20,0,Non-Functional,,2026-04-07 23:32:50.407184+00:00
7124,306058,2026-11791,Batch 1,2023,DepEd (DCP),46,0,1,Functional,,2026-04-20 12:17:27.442884+00:00
638,300006,2026-07721,Batch 2022-01: eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 12:19:38.120022+00:00
2091,502281,2026-30508,DCP package ,2025,DepEd (DCP),46,0,1,Functional,Adopters,2026-04-10 06:24:51.624474+00:00
1122,107940,2026-17617,Batch 2019,2019,DepEd (DCP),1,50,1,Functional,10 2 in 1 PC Tablet are not working,2026-04-08 23:30:01.850268+00:00
683,117471,2026-30213,Package 1,2024,DepEd (DCP),46,0,1,Functional,"Routers, external hard drive, mouse, headphones,laptop bags",2026-04-07 23:47:10.486456+00:00
684,300569,2026-11811,Batch 2023-03,2023,DepEd (DCP),5,0,0,Functional,"Mouse, Headset, Bag, Flash Drive",2026-04-07 23:52:53.185263+00:00
685,300569,2026-11811,Batch 2023-01,2023,DepEd (DCP),46,0,1,Functional,"2 Routers
2 Charging Cart
1 External Hard Drive
1 Flash Drive",2026-04-07 23:52:53.192144+00:00
686,300569,2026-11811,Batch 2020,2020,DepEd (DCP),2,0,2,Functional,"Lapel, USB FD, Bag, Coby Headset, Wireless Mouse",2026-04-07 23:52:53.197760+00:00
91,300576,2026-11333,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-06 04:05:21.236588+00:00
92,300576,2026-11333,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-06 04:05:21.243184+00:00
1195,301607,2026-04735,Batch ,2024,DepEd (DCP),46,0,1,Functional,"Headphones, mouse",2026-04-09 02:43:03.555996+00:00
714,300571,2026-11834,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router, Storage- External, Flash Drive",2026-04-08 01:15:15.905281+00:00
1142,301478,2026-19599,Batch 34,2018,DepEd (DCP),6,0,0,Functional,,2026-04-09 01:12:47.791941+00:00
1143,107939,2026-17616,DCP Package 2019 (Grades 4-6),2021,DepEd (DCP),1,50,1,Functional,"Headphones, Mouse",2026-04-09 01:12:48.719524+00:00
1144,107939,2026-17616,DCP Package 2020,2022,DepEd (DCP),1,0,1,Functional,Lapel,2026-04-09 01:12:48.724458+00:00
687,500732,2026-11460,BATCH 2019-02,2019,DepEd (DCP),51,0,0,Functional,,2026-04-08 00:19:42.196637+00:00
2156,126108,2026-22692,2022-01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-10 07:11:29.081324+00:00
1160,340635,2026-07371,Batch1,2022,DepEd (DCP),0,50,1,Functional,,2026-04-09 01:42:38.968398+00:00
663,500210,2026-31803,Batch 57,2025,DepEd (DCP),46,0,10,Non-Functional,,2026-04-07 14:14:27.324328+00:00
1161,340635,2026-07371,Batch2,2024,DepEd (DCP),46,0,1,Functional,,2026-04-09 01:42:38.975569+00:00
1206,300565,2026-11345,BATCH 2023-01:e-Learning Cart Package,2024,DepEd (DCP),92,0,2,Functional,"Mouse,Headset,Bag,5 meters HDMI,External HDD Mounting Kit,Wireless Router-TP-Link Archer,External Hard Drive,Flash Drive",2026-04-09 03:10:02.346480+00:00
709,324103,2026-10437,DCP Batch 44,2018,DepEd (DCP),0,0,0,Non-Functional,,2026-04-08 01:11:23.494023+00:00
710,324103,2026-10437,DCP2023-eLC-LT1-TG-0155,2023,DepEd (DCP),46,0,0,Functional,,2026-04-08 01:11:23.498901+00:00
711,305683,2026-41396,batch 44,2024,DepEd (DCP),46,0,1,Functional,"routers, headphones, mouse",2026-04-08 01:11:58.301992+00:00
712,305683,2026-41396,batch 45,2025,DepEd (DCP),10,0,0,Functional,,2026-04-08 01:11:58.306787+00:00
649,304085,2026-40500,DCP Batch 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-07 13:06:38.744273+00:00
713,323903,2026-12825,Batch 2022-01: ELEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"-2 Router TP-Link Archer AX12
-2 Storage Cart TNE-LT-Cart 24AC
-1 External Hard Drive- Silicon Power 5TB Armour AG2
-Flash Drive (Recovery Disk)",2026-04-08 01:15:14.762768+00:00
2157,126108,2026-22692,2023-2,2024,DepEd (DCP),0,0,5,Functional,,2026-04-10 07:11:29.088936+00:00
1214,301658,2026-06077,44,2025,DepEd (DCP),46,0,1,Functional,"Routers, headphones, mice",2026-04-09 03:13:41.867631+00:00
715,307103,2026-15962,Batch 9,2010,DepEd (DCP),0,0,0,Non-Functional,"keyboard, projector, mouse, printer",2026-04-08 01:28:48.244096+00:00
716,307103,2026-15962,Batch 35 & 36,2018,DepEd (DCP),3,0,0,Non-Functional,"Headphones, mouse, projector, printer, headset ",2026-04-08 01:28:48.250564+00:00
706,118641,2026-31684,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-08 01:07:56.842211+00:00
1980,303247,2026-34158,Batch 41,2019,DepEd (DCP),0,50,2,Functional,,2026-04-10 05:11:29.856002+00:00
718,307918,2026-18138,DCP Batch 2019-03,2020,DepEd (DCP),1,50,0,Functional,Router,2026-04-08 02:03:26.203656+00:00
719,307918,2026-18138,Batch 2023,2023,DepEd (DCP),46,0,1,Functional,"1 flash drive, 2 router,  1 external hard drive",2026-04-08 02:03:26.212293+00:00
1981,308507,2026-19709,2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 05:12:22.707346+00:00
756,107020,2026-16111,Batch 1,2019,DepEd (DCP),0,50,0,Functional,,2026-04-08 04:18:00.764563+00:00
1055,300583,2026-13023,Batch 2024,2024,DepEd (DCP),0,20,0,Functional,,2026-04-08 13:46:26.293948+00:00
722,304343,2026-42686,2023-01,2025,DepEd (DCP),46,0,1,Functional,,2026-04-08 02:59:54.305771+00:00
723,321602,2026-20005,Batch 22,2024,DepEd (DCP),92,0,2,Functional,"Router, Headphone, USB, Harddrive, Mouse, Laptop Bag",2026-04-08 03:16:56.056857+00:00
7125,302273,2026-26536,batch 2024-01: elearning cart package so#24pc0010 swps#215205,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 12:26:57.003360+00:00
767,300944,2026-16474,Batch 2019,2019,DepEd (DCP),0,50,0,Functional,,2026-04-08 04:28:36.427428+00:00
727,300570,2026-11812,45,2025,DepEd (DCP),46,0,1,Functional,None,2026-04-08 03:19:47.977797+00:00
728,306113,2026-11628,1,2024,DepEd (DCP),16,16,2,Functional,,2026-04-08 03:21:51.335699+00:00
729,106450,2026-15501,LOT #2 E-Textbooks SO#19-PC0008 SWPS#175103,2019,DepEd (DCP),50,1,0,Functional,ALL OF THE 2-IN-1 TABLET COMPUTERS ARE DEFECTIVE.,2026-04-08 03:23:43.067636+00:00
2093,500059,2026-10223,DCPeLC,2022,DepEd (DCP),46,0,1,Functional,,2026-04-10 06:25:59.888572+00:00
725,500093,2026-11974,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router, storage cart, External hard drive, flash drive",2026-04-08 03:18:42.488907+00:00
735,301748,2026-42719,COBY,2020,DepEd (DCP),1,50,0,Functional,"1 router
50 mouse 
50 headset",2026-04-08 03:35:32.862980+00:00
753,320815,2026-07910,Batch 2023,2024,DepEd (DCP),49,0,0,Functional,"Headphones,mouse,laptop bag",2026-04-08 04:03:44.367720+00:00
3434,300437,2026-10649,2019,2019,DepEd (DCP),1,50,1,Functional,"1 router, 2 charging cart, 50 mouse, 50 headset, 50 pouch pad",2026-04-13 07:03:06.906006+00:00
738,300417,2026-10512,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, External hard drive, flash drive",2026-04-08 03:36:23.452441+00:00
739,300417,2026-10512,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, hard drive, flash drive",2026-04-08 03:36:23.504615+00:00
740,316549,2026-44036,Batch 2022,2022,DepEd (DCP),43,0,1,Non-Functional,Broken and Missing due to arm conflict in the area,2026-04-08 03:37:44.765065+00:00
761,301228,2026-18223,DCP BATCH 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-08 04:25:07.528044+00:00
1106,301275,2026-18061,E-LEARNING CART,2024,DepEd (DCP),46,0,1,Functional,,2026-04-08 16:08:49.999427+00:00
5313,303186,2026-33237,2022-01,2024,DepEd (DCP),46,0,1,Functional,"TP LINK, CHARGING CART",2026-04-15 03:17:06.198909+00:00
5499,500339,2026-07507,2024-01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-15 06:29:43.433978+00:00
762,300556,2026-12153,Batch 3,2019,DepEd (DCP),1,50,1,Functional,"Laptop - Not Functional
10 Tablets - Not Functional",2026-04-08 04:25:59.728428+00:00
775,301269,2026-18198,2024-01,2024,DepEd (DCP),46,0,1,Functional,2 wireless router and 1 external HDD,2026-04-08 04:50:46.704503+00:00
750,305125,2026-01144,DEPED DCP E-LEARNING 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-08 03:59:08.457204+00:00
