id,school_id,iern,batches_name,year_received,sources_fund,ecart_laptops,ecart_tablets,ecart_tv,charging_condition,remarks,created_at
7185,302308,2026-26804,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"TP-Ink Acher Ax12, Silicon Power Armor A60",2026-04-21 01:31:24.499738+00:00
6095,318813,2026-00972,eLearning Cart Package 2024,2024,DepEd (DCP),36,0,1,Functional,"Router, External HD, Recovery Flash Drive",2026-04-16 06:06:25.962500+00:00
5419,301815,2026-23363,BATCH  36,2022,DepEd (DCP),46,0,2,Functional,,2026-04-15 05:01:35.488884+00:00
5535,126821,2026-39421,Batch 29,2016,DepEd (DCP),1,0,0,Functional,"PIXPRO Projector - not working
PIXPRO Speaker - not working",2026-04-15 06:58:30.284336+00:00
5536,126821,2026-39421,Batch 30,2016,DepEd (DCP),1,0,0,Functional,"UPS- Coby (2) - Not working (no power)
Monitor- Coby (12)
Host PC- Coby (2)
Thin Client (12)
LED TV- (1)
AVR- (2)
",2026-04-15 06:58:30.290890+00:00
5537,126821,2026-39421,Batch 40,2018,DepEd (DCP),1,0,0,Functional,"Projector- Pixpro (1)
Speaker – Pixpro (1)
",2026-04-15 06:58:30.296542+00:00
5538,126821,2026-39421,Tablet-004,2023,DepEd (DCP),0,40,0,Functional,"Headphones (40)
Mouse (40)
Tablet Keyboard (40)",2026-04-15 06:58:30.302478+00:00
5734,328001,2026-06821,ELearning Cart,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 09:37:50.046731+00:00
5553,136485,2026-06930,Batch 2024-01 eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 07:05:58.287050+00:00
5866,500708,2026-44466,batch 40,2020,DepEd (DCP),0,0,1,Functional,,2026-04-15 15:55:24.964784+00:00
5869,314910,2026-39047,Batch 44,2023,DepEd (DCP),46,40,1,Functional,"External Hard Drive, Wireless Router",2026-04-15 16:13:17.464620+00:00
5974,102981,2026-11140,Batch 1,2024,DepEd (DCP),26,0,0,Functional,"Wireless Router, External hard Drive, Flash Drive",2026-04-16 02:51:16.009915+00:00
5981,300761,2026-13695,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,"Routers, headphones, wireless mouse, flashdrive, external drive",2026-04-16 03:03:41.935083+00:00
6506,304827,2026-04196,Batch 25,2018,DepEd (DCP),25,17,0,Non-Functional,Not all are functional. Some were out of order,2026-04-17 14:46:54.489869+00:00
6565,300584,2026-13024,2019-03 ,2021,DepEd (DCP),1,40,1,Functional,,2026-04-18 08:43:50.679733+00:00
6070,501292,2026-04076,Batch 46,2024,DepEd (DCP),46,39,5,Non-Functional,None,2026-04-16 05:32:47.339640+00:00
6063,301000,2026-15815,2022 -01 E-Learning Cart Package (2024),2022,DepEd (DCP),46,0,1,Functional,,2026-04-16 05:29:46.903554+00:00
6064,301000,2026-15815,2023-01: ELEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,,2026-04-16 05:29:46.909843+00:00
6092,321007,2026-08537,eCart Learning Package 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-16 06:02:05.297720+00:00
5978,314903,2026-39405,DCP batch 2022- ELC,2024,DepEd (DCP),46,0,1,Functional,"Routers,head phone, charger",2026-04-16 02:57:58.001781+00:00
6170,500010,2026-10672,Batch 2023-01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-16 07:51:45.228895+00:00
6353,304696,2026-02454,Bath,2024,DepEd (DCP),46,0,1,Non-Functional,,2026-04-17 04:11:28.601991+00:00
6354,300431,2026-10687,ecart,2021,DepEd (DCP),1,50,1,Functional,none,2026-04-17 04:12:35.816663+00:00
6617,300239,2026-09180,Batch,2023,DepEd (DCP),48,0,1,Functional,,2026-04-19 06:42:01.158580+00:00
6432,305468,2026-07603,Batch 46,2024,DepEd (DCP),0,0,1,Functional,"Router - 4
Headphones - 35
Adapter - 0",2026-04-17 08:07:10.758540+00:00
6501,125570,2026-21986,Batch 40-1,2018,DepEd (DCP),1,0,0,Non-Functional,,2026-04-17 14:30:08.636230+00:00
6502,125570,2026-21986,DCP-b 2019,2020,DepEd (DCP),1,50,1,Non-Functional,Charging cart,2026-04-17 14:30:08.642396+00:00
6503,125570,2026-21986,Dcp  2020 multimedia package,2024,DepEd (DCP),1,0,1,Functional,Laptop not functional,2026-04-17 14:30:08.647773+00:00
6504,125570,2026-21986,DCP 2023 Laptop for teaching,2024,DepEd (DCP),5,0,0,Functional,,2026-04-17 14:30:08.652785+00:00
6505,125570,2026-21986,mobile Tablet With Digitized Supplementary Reading Materials For Jhs And Shs,2023,Other,0,30,0,Functional,3 tablets are not functional,2026-04-17 14:30:08.657514+00:00
6668,300429,2026-10669,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Router, Hard Drive",2026-04-20 00:26:31.332256+00:00
6669,300429,2026-10669,Batch 2019-03,2021,DepEd (DCP),1,50,0,Functional,"Tablet Keyboard, Wireless Mouse, Power Adaptor, Headset",2026-04-20 00:26:31.341489+00:00
7010,302313,2026-26936,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,with Wireless Router and External HDD,2026-04-20 07:31:20.885351+00:00
6731,322204,2026-33500,2 in 1 Tablet,2018,Other,1,50,0,Functional,,2026-04-20 02:18:24.323853+00:00
6786,306705,2026-16767,DCP Package,2024,DepEd (DCP),46,0,1,Functional,"Headphones, Wireless mouse, HDMI Cable, Media player, Wifi 6 router, Charging cart, 5TB External Drive",2026-04-20 03:29:32.830336+00:00
6824,502383,2026-03883,2023,2023,DepEd (DCP),0,15,0,Functional,,2026-04-20 03:46:05.413787+00:00
6825,502383,2026-03883,Laptop for Teaching,2024,DepEd (DCP),5,0,0,Functional,1 damaged laptop,2026-04-20 03:46:05.419916+00:00
6826,502383,2026-03883,2025 Laptop for Teaching,2025,DepEd (DCP),5,0,0,Functional,,2026-04-20 03:46:05.428706+00:00
6867,304752,2026-02898,BATCH 2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 04:32:52.109415+00:00
6931,304739,2026-02772,Batch 44,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 06:07:27.008419+00:00
6933,302282,2026-26617,BATCH 2024,2024,DepEd (DCP),0,0,1,Functional,,2026-04-20 06:10:10.815502+00:00
6953,302396,2026-27704,Ecart 2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 06:22:54.619392+00:00
6954,302396,2026-27704,Ecart 2023-01,2023,DepEd (DCP),46,0,1,Functional,,2026-04-20 06:22:54.626142+00:00
6957,300701,2026-13324,2022-01,2024,DepEd (DCP),46,0,1,Functional,"Headphone, router,wireless mouse, external hard drive",2026-04-20 06:23:19.832742+00:00
7011,302313,2026-26936,Batch 2023-01,2024,DepEd (DCP),5,0,0,Functional,"headphones,mouse,keyboard",2026-04-20 07:31:20.894568+00:00
7068,302388,2026-28042,2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 09:17:48.883590+00:00
7069,302388,2026-28042,2023-01 eLEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 09:17:48.889765+00:00
7077,308019,2026-18384,Beach 43,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 09:45:51.898354+00:00
4055,301130,2026-17494,batch 2023-03,2024,DepEd (DCP),5,0,0,Functional,"headset, usb flash drive, backpack,",2026-04-14 01:36:02.304280+00:00
4056,301130,2026-17494,batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"charging cart, router",2026-04-14 01:36:02.312211+00:00
4057,301130,2026-17494,batch 2024-03,2024,DepEd (DCP),5,0,0,Functional,"headset, mouse, backpack, usb",2026-04-14 01:36:02.318209+00:00
5206,501112,2026-29596,Batch 2023-03: Laptop for Teaching,2024,DepEd (DCP),46,0,0,Functional,Complete with mouse and headset,2026-04-15 02:20:30.649216+00:00
5389,500203,2026-30563,2022,2025,DepEd (DCP),56,0,1,Functional,,2026-04-15 04:30:39.784028+00:00
7012,500321,2026-03719,Batch 2024-02,2024,DepEd (DCP),0,0,5,Functional,,2026-04-20 07:33:19.224990+00:00
7186,305607,2026-06804,E-CART LAPTOPS,2024,DepEd (DCP),40,0,0,Functional,,2026-04-21 01:32:27.759717+00:00
7316,303223,2026-34663,Batch 2022-01,2022,DepEd (DCP),46,0,0,Functional,,2026-04-21 06:46:23.846241+00:00
7317,303223,2026-34663,Batch 2023-01,2023,DepEd (DCP),46,0,0,Functional,,2026-04-21 06:46:23.852642+00:00
6081,304680,2026-02440,Batch 41,2018,DepEd (DCP),1,50,2,Non-Functional,DCP batch 41 units are unserviceable already. ,2026-04-16 05:44:12.383000+00:00
5865,302443,2026-28474,Batch 2023-01: eLearning Cart Package,2023,DepEd (DCP),46,0,1,Functional,,2026-04-15 15:43:02.451303+00:00
5867,304008,2026-39860,44,2023,DepEd (DCP),90,0,0,Functional,90 fuctional laptops utilized by the learners of which 45 JHS and 45 SHS,2026-04-15 15:59:49.895125+00:00
5977,306707,2026-13496,Batch 44,2024,DepEd (DCP),45,0,1,Functional,,2026-04-16 02:53:24.559132+00:00
6069,327001,2026-16666,DCP Package Batch 2022-ELC,2022,DepEd (DCP),51,271,11,Functional,,2026-04-16 05:32:41.552673+00:00
7466,301594,2026-04680,Batch 2022-01,2022,DepEd (DCP),46,0,1,Functional,,2026-04-23 02:16:37.885539+00:00
7467,301594,2026-04680,Batch 2022-01,2022,DepEd (DCP),46,0,0,Functional,,2026-04-23 02:16:37.891811+00:00
6171,315305,2026-41385,Batch 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-16 07:52:09.410405+00:00
6275,501335,2026-29523,eLearning Cart,2023,DepEd (DCP),46,0,1,Functional,,2026-04-17 01:34:25.349627+00:00
6276,501316,2026-11519,Batch 44,2022,DepEd (DCP),46,10,2,Functional,"Headphones,charger",2026-04-17 01:34:33.997974+00:00
6278,501156,2026-20504,Batch 40,2024,DepEd (DCP),46,0,1,Functional,1 external drive,2026-04-17 01:35:50.888587+00:00
6870,323101,2026-38617,2024,2024,DepEd (DCP),46,0,1,Functional,None,2026-04-20 04:40:23.786198+00:00
6935,301349,2026-19064,Batch 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-20 06:11:00.855361+00:00
6355,302412,2026-27872,2018-01:(E-Textbooks) Under FY2018 DepEd Computerization Program (DCP),2018,DepEd (DCP),1,50,0,Functional,,2026-04-17 04:12:41.496894+00:00
6356,302412,2026-27872,Batch 41,2018,DepEd (DCP),2,0,2,Functional,,2026-04-17 04:12:41.504894+00:00
6357,302412,2026-27872,Batch 2024-01,2024,DepEd (DCP),0,0,1,Functional,,2026-04-17 04:12:41.512482+00:00
6936,304809,2026-04142,Batch 36 ,2022,DepEd (DCP),0,50,2,Functional,"2 Routers, 42 headphones",2026-04-20 06:11:21.935893+00:00
6433,300311,2026-09768,Batch 44,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 08:11:47.746092+00:00
6437,304839,2026-04144,NBPC2368 DCP Batch 2022,2023,DepEd (DCP),46,0,0,Functional,,2026-04-17 08:28:29.237674+00:00
6507,322306,2026-34401,Batch 2024-01 ELEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"Routers, Headphones, Mouse",2026-04-17 17:26:16.005276+00:00
6566,300189,2026-09247,LOT 1: IT PACKAGE (E-TEXTBOOK),2019,DepEd (DCP),1,50,0,Functional,,2026-04-18 10:18:48.889322+00:00
6618,302006,2026-24461,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,"Router, Headphones, Wireless Mouse, Laptop Bags",2026-04-19 06:46:23.739036+00:00
6670,302625,2026-30671,BATCH 23,2023,DepEd (DCP),46,0,1,Functional,"ROUTERS, HEADPHONE",2026-04-20 00:31:20.217576+00:00
6676,305100,2026-00704,2026 laptop,2026,DepEd (DCP),15,15,10,Functional,,2026-04-20 01:00:54.283295+00:00
6732,502061,2026-13477,Batch,2024,LGU / SEF,5,0,0,Functional,"Headphone, wireless mouse",2026-04-20 02:18:41.894981+00:00
6277,308904,2026-04824,DCP 2023 ,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 01:34:56.142152+00:00
6082,304680,2026-02440,Batch 36Lot8,2018,DepEd (DCP),2,0,0,Non-Functional,"there were 42 sets of desktops,1 printer for this DCP  batch but now unserviceable.",2026-04-16 05:44:12.397697+00:00
6790,305385,2026-07207,BATCH 2023,2023,DepEd (DCP),46,0,5,Functional,,2026-04-20 03:30:59.512726+00:00
6950,301304,2026-18358,2020,2020,DepEd (DCP),1,50,0,Functional,"1 router, 50 head phones",2026-04-20 06:20:01.661866+00:00
7016,302321,2026-26915,BATCH 36,2018,DepEd (DCP),2,0,0,Non-Functional,"UPS,AVR SWITCHES,NETWORKING SW CABLE, PROJECTOR.MULTIMEDIA SPEAKER, EXTERNAL DRIVE, 3 IN 1 MULTI FUNCTION INKJET PRINTER CANON, PIXMAG2010 ARE SERVICEABLE BUT FULLY DEPRECIATED",2026-04-20 07:36:10.376960+00:00
7017,302321,2026-26915,BATCH  2020,2020,DepEd (DCP),2,0,1,Functional,"PIXPRO S511 PORTABLE LOUD SPEAKER WITH LAPEL MIC FULLY DEPRECIATED
",2026-04-20 07:36:10.383110+00:00
7018,302321,2026-26915,BATCH 2022-01,2024,DepEd (DCP),46,0,1,Functional,"TP-LINK ARCHER AX12, TSDI CHARGING CART,SILICON POWER ARMOR A60 IS IN GOOD CONDITION",2026-04-20 07:36:10.388097+00:00
7019,302321,2026-26915,BATCG 2023-03,2024,DepEd (DCP),5,0,0,Functional,"PORTS,KEYBOARD,MOUSDE,TOUCHPAD,POWER ADAPTER,BATTERY ARE IN GOOD CONDITION",2026-04-20 07:36:10.393210+00:00
7076,302339,2026-27095,Batch 2022 ELearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"Router, Storage cart, External Hard drive, Flash drive (recovery disk) ",2026-04-20 09:42:31.199445+00:00
6083,304680,2026-02440,DCP2018-01 Lot B,2020,DepEd (DCP),1,50,0,Non-Functional,49 units of tablets are approved IIRUP.,2026-04-16 05:44:12.406530+00:00
7405,304024,2026-40079,2022-01,2022,DepEd (DCP),46,0,1,Functional,"router, external hard drive and flash drive",2026-04-22 02:08:37.881638+00:00
6079,303432,2026-35236,DCP2018-01,2019,DepEd (DCP),1,50,0,Non-Functional,"1 pc magneto RWOX(non functional),51 pcs wureless mouse and mouse pad(all non functional), 2 charging storage cart ( non functional), 1 wireless router( non functional)",2026-04-16 05:42:41.593998+00:00
4058,501629,2026-39601,BATCH 2022,2022,DepEd (DCP),46,0,0,Functional,"Mouse with Bluetooth, Headset, Flash Drive, SMART TV, Wireless Router, Charging Cart, External",2026-04-14 01:36:54.636696+00:00
5393,305754,2026-33390,batch,2020,DepEd (DCP),0,50,0,Functional,,2026-04-15 04:33:53.029677+00:00
5210,102682,2026-11179,Laptop for Teaching,2025,DepEd (DCP),5,0,0,Functional,,2026-04-15 02:21:37.696339+00:00
5554,310402,2026-26601,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 07:07:15.471177+00:00
5540,305892,2026-30654,DepEd DCP E-Learning 2023,2024,DepEd (DCP),46,0,1,Functional,"45 for learners use and 1 for teacher with headphones, charger and mouse (package), 1 usb drive and 2 adaptor.",2026-04-15 07:02:06.258281+00:00
4062,300870,2026-14383,BATCH 2024-01/ELEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"Optical Wireless Mouse, Headset, TP Link Wireless Router, USB Flash Drive, External Hard Drive",2026-04-14 01:39:11.135618+00:00
4063,300870,2026-14383,BATCH 2019-03 LOT 2,2020,DepEd (DCP),1,50,0,Non-Functional,TP Link Wireless Router,2026-04-14 01:39:11.141357+00:00
4064,305532,2026-06631,2022-01 E-LEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 01:39:17.699728+00:00
4065,502316,2026-01149,BATCH 2023,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 01:39:20.393043+00:00
4066,307906,2026-18174,23,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 01:42:38.347744+00:00
4067,307906,2026-18174,DCP,2021,DepEd (DCP),0,52,0,Functional,,2026-04-14 01:42:38.354669+00:00
4069,305978,2026-43722,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, headphones",2026-04-14 01:46:36.138549+00:00
4070,136581,2026-07042,batch 2024-03,2024,DepEd (DCP),5,0,0,Functional,,2026-04-14 01:47:04.755561+00:00
4071,136581,2026-07042,BATCH 40,2018,DepEd (DCP),1,0,0,Functional,,2026-04-14 01:47:04.762370+00:00
4072,136581,2026-07042,BATCH 29,2016,DepEd (DCP),1,0,0,Functional,,2026-04-14 01:47:04.770870+00:00
4073,136581,2026-07042,BATCH 30,2016,DepEd (DCP),1,0,1,Functional,,2026-04-14 01:47:04.779877+00:00
4074,320604,2026-07550,DCP 2022,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 01:47:17.932719+00:00
4078,306942,2026-16702,DCP2024,2024,DepEd (DCP),46,0,1,Functional,"2 Modem/Router
2 Charging Cart
",2026-04-14 01:48:31.623471+00:00
4079,136660,2026-07216,Batch 2023-01,2024,DepEd (DCP),46,0,5,Functional,,2026-04-14 01:48:56.184920+00:00
4080,302543,2026-28943,2022-01,2022,DepEd (DCP),46,0,1,Functional,external HDD,2026-04-14 01:49:18.090614+00:00
4081,317202,2026-45720,Batch 2023 01 eLearning Cart Package,2024,DepEd (DCP),46,0,0,Functional,"Routers, Smart TV, Charging Cart, External Hardware ",2026-04-14 01:49:31.887844+00:00
4082,301904,2026-23762,BATCH 2019-03:E-TEXTBOOKS,2021,DepEd (DCP),1,50,0,Non-Functional,"1 ROUTER (UNSERVICEABLE), 2 CHARGING CART (UNSERVICEABLE)",2026-04-14 01:51:19.111175+00:00
4083,301904,2026-23762,BATCH 36 - DESKTOP VIRTUALIZATION DEVICES,2018,DepEd (DCP),42,0,0,Non-Functional,DESKTOP DEVICES WITH 2 PROJECTORS (UNSERVICEABLE),2026-04-14 01:51:19.122300+00:00
4084,301904,2026-23762,DCP BATCH 2022,2024,DepEd (DCP),46,0,0,Functional,WITH 2 ROUTER (FUNCTIONAL) 1 SMART TV (FUNCTIONAL) 2 CHARGING CART (FUNCTIONAL),2026-04-14 01:51:19.127868+00:00
4085,302929,2026-33610,Batch 20,2022,DepEd (DCP),46,0,1,Functional,headphones,2026-04-14 01:52:06.731144+00:00
7187,301581,2026-04878,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"headphones, mouse, external HDD",2026-04-21 01:47:33.126251+00:00
7182,304163,2026-41141,DCP LOT 6,2021,DepEd (DCP),50,0,0,Functional,,2026-04-21 01:21:10.055353+00:00
4089,306829,2026-14289,Batch 2019-03: E-textbooks,2020,DepEd (DCP),1,50,0,Functional,"1 Router
The Tablets are not working.",2026-04-14 01:56:13.613625+00:00
4090,306829,2026-14289,Batch 2022-01:E-Learning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"2 Routers, 1 External Hard Drive, 1 Flash Drive, Headsets, Mouse",2026-04-14 01:56:13.620250+00:00
4091,304524,2026-44424,BATCH 2022-01 E-LEARNING CART PACKAGE,2024,DepEd (DCP),46,0,1,Functional,"2 unit router, 1 unit external hard drive, 1 laptop not functional anymore",2026-04-14 01:57:32.301139+00:00
4092,304524,2026-44424,LOT 1 - INFORMATION TECHNOLOGY DEVICES AND ACCESSORIES,2024,DepEd (DCP),21,0,1,Functional,"I unit printer, 1 laptop stolen with police report",2026-04-14 01:57:32.308930+00:00
7315,501533,2026-15864,BATCH 2023,2024,DepEd (DCP),46,0,0,Functional,,2026-04-21 06:45:56.793266+00:00
7562,305089,2026-00563,2023-01 E-Learning Cart,2023,DepEd (DCP),46,0,1,Functional,,2026-04-24 05:56:50.953812+00:00
4096,130267,2026-44090,12,2022,DepEd (DCP),3,0,3,Functional,N/A,2026-04-14 01:58:51.237884+00:00
4097,312102,2026-30637,Batch,2022,DepEd (DCP),46,0,2,Functional,,2026-04-14 02:00:59.861410+00:00
4098,306402,2026-12798,Batch 44,2018,DepEd (DCP),0,50,0,Functional,All Tablet PCs are not functional,2026-04-14 02:03:20.775543+00:00
4099,302699,2026-30184,DCP,2024,DepEd (DCP),56,0,1,Functional,all laptops are working,2026-04-14 02:06:18.418568+00:00
1768,102452,2026-11216,BATCH 2019,2019,DepEd (DCP),1,50,0,Functional,,2026-04-10 03:33:48.285125+00:00
4104,305682,2026-06481,Batch 2022-01,2024,DepEd (DCP),46,0,1,Functional,"Tp link anker, charging cart",2026-04-14 02:10:46.090782+00:00
4068,306026,2026-35369,DCP BATCH 2024,2024,DepEd (DCP),50,0,1,Functional,,2026-04-14 01:46:00.143463+00:00
4105,501787,2026-22480,BATCH 2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 02:11:58.447344+00:00
4106,501787,2026-22480,BATCH 2023-03,2024,DepEd (DCP),5,0,0,Functional,,2026-04-14 02:11:58.454650+00:00
4101,316606,2026-44618,Batch2024,2024,DepEd (DCP),46,0,1,Functional,"46 Headphones, 46 Mouse, 2 modem",2026-04-14 02:09:19.720152+00:00
4107,305846,2026-43306,BATCH 93,2024,DepEd (DCP),46,0,1,Functional,NONE,2026-04-14 02:13:23.737007+00:00
4108,305927,2026-30208,DCP E-CART 2024,2024,DepEd (DCP),46,0,0,Functional,,2026-04-14 02:14:15.245103+00:00
4109,305927,2026-30208,DCP-BATCH 2025-03 LAPTOP FOR TEACHERS (L4T),2025,DepEd (DCP),5,0,0,Functional,5 ADDITIONAL LAPTOPS ONLY,2026-04-14 02:14:15.251418+00:00
4134,301617,2026-05237,2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-14 02:29:41.002867+00:00
4141,312331,2026-31802,Batch 44,2019,DepEd (DCP),1,50,0,Non-Functional,Damaged due to typhoon,2026-04-14 02:34:02.836551+00:00
4095,305254,2026-02118,DCP 2025,2025,DepEd (DCP),46,0,1,Functional,2 WIRELESS ROUTER,2026-04-14 01:58:28.294617+00:00
4075,102571,2026-11233,Laptop for Teaching,2024,DepEd (DCP),5,0,0,Functional,,2026-04-14 01:48:13.108175+00:00
4076,102571,2026-11233,Smart TV Package,2024,DepEd (DCP),0,0,1,Functional,,2026-04-14 01:48:13.114838+00:00
4077,102571,2026-11233,Multimedia Package,2020,DepEd (DCP),1,0,1,Functional,,2026-04-14 01:48:13.120992+00:00
4086,102554,2026-11225,Smart TV Package,2024,DepEd (DCP),0,0,5,Functional,,2026-04-14 01:53:00.058877+00:00
4102,304466,2026-43916,Batch 2022-01 : Learning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"Router, storage cart, external hard drive",2026-04-14 02:09:59.734895+00:00
4103,304466,2026-43916,Batch 2023-03: Laptop for Teaching Package,2024,DepEd (DCP),10,0,0,Functional,"Backpack, wireless mouse, headset",2026-04-14 02:09:59.745101+00:00
4112,304074,2026-40679,DCP BATCH 2022 (ELC),2024,DepEd (DCP),46,0,0,Functional,TWO Storage Cart - ViewTech VLT24,2026-04-14 02:17:15.224809+00:00
4113,304074,2026-40679,DCP BATCH 2018-1,2019,DepEd (DCP),0,50,0,Functional,two -Charging Storage Cart PRIXPRO Charging Station,2026-04-14 02:17:15.231946+00:00
7188,308041,2026-19039,eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,,2026-04-21 01:49:59.254023+00:00
5394,500466,2026-26603,DCP 2022,2024,DepEd (DCP),10,46,1,Functional,FUNCTIONAL,2026-04-15 04:36:49.218908+00:00
5555,307014,2026-15801,Batch2023-ELC,2023,DepEd (DCP),46,0,1,Functional,,2026-04-15 07:07:16.995912+00:00
5556,307014,2026-15801,DCP 2022-ELC,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 07:07:17.001947+00:00
5557,302002,2026-24418,DCP,2024,DepEd (DCP),46,0,2,Functional,,2026-04-15 07:08:11.358965+00:00
5715,302482,2026-28795,Batch 36,2018,DepEd (DCP),0,50,0,Non-Functional,all units are not functional,2026-04-15 09:21:33.150735+00:00
5740,319103,2026-01847,Batch 44,2022,DepEd (DCP),46,0,1,Functional,N/A,2026-04-15 09:45:04.262802+00:00
5741,301880,2026-23391,Batch 2019,2020,DepEd (DCP),0,50,0,Functional,"Optical wireless mouse, TP Link, 2 viewtech v-cart, carrying bag, headset",2026-04-15 09:45:07.449218+00:00
5742,301880,2026-23391,Batch 42,2018,DepEd (DCP),0,0,0,Functional,"12 units Acer Version c4750G (host mini PC), DVD recordable Disc, external DVD-R Optical Drive, 1 Laptop Sling bag, 1 Deepcool Laptop Cooler, 11 Acer USB Optical Mouse with pad, 12 units APC BR900GI UPS, 1 unit LG 55LV340C LED TV W/ remote control, 1 DLink DIR842 Wireless Router",2026-04-15 09:45:07.455902+00:00
5743,301880,2026-23391,Batch 2020,2022,DepEd (DCP),1,0,1,Functional,1 unit ACU-C01 Lapel Speaker,2026-04-15 09:45:07.462084+00:00
5744,301880,2026-23391,Batch 2022,2024,DepEd (DCP),46,0,1,Functional,"2 units Storage Charging Cart, 1 unit Hardrive",2026-04-15 09:45:07.468350+00:00
5745,301880,2026-23391,Batch 2021,2025,DepEd (DCP),5,0,0,Functional,1 unit external hard drive,2026-04-15 09:45:07.474742+00:00
5749,303844,2026-22061,Batch 2024-01,2024,DepEd (DCP),10,0,0,Functional,2 units Charging Carts,2026-04-15 10:04:54.351544+00:00
5868,303392,2026-34934,DCP DR2024-02662 Batch 2022-01,2025,DepEd (DCP),46,0,1,Functional,,2026-04-15 16:06:56.389306+00:00
7308,500738,2026-13120,DCP 2023 E-LEARNING CLASSROOM,2024,DepEd (DCP),46,0,1,Non-Functional,"Router, Mouse, Bag, Headset",2026-04-21 06:27:40.445253+00:00
6071,304002,2026-39995,DCP2024,2024,DepEd (DCP),46,0,1,Functional,"Smart TV, Wireless Router, Charging Cart, External Hard Drive",2026-04-16 05:35:13.367497+00:00
7564,313515,2026-38736,Batch 2022-01: ELEARNING CART PACKAGE ,2024,Other,46,0,1,Functional,,2026-04-24 05:57:18.336527+00:00
7468,301288,2026-18756,Batch 2022,2022,DepEd (DCP),45,0,1,Functional,"Mouse, Charging Cart, Modem, server",2026-04-23 02:22:28.585127+00:00
7563,305089,2026-00563,Batch 2024-01: E-Learning Cart,2024,DepEd (DCP),46,0,0,Functional,,2026-04-24 05:56:50.960703+00:00
6360,300040,2026-08442,Batch 33,2019,DepEd (DCP),1,50,0,Functional,,2026-04-17 04:20:49.836058+00:00
6939,303967,2026-39209,DCP 2018-0,2018,DepEd (DCP),0,50,0,Functional,,2026-04-20 06:15:12.257661+00:00
6362,136516,2026-07089,Batch 29,2016,DepEd (DCP),1,0,0,Functional,"1 projector 
1 Speaker",2026-04-17 04:22:40.212983+00:00
6363,136516,2026-07089,Batch 30,2016,DepEd (DCP),1,0,0,Functional,"2 Prodesk HP
12 NComputing
2 UPS
2 AVR",2026-04-17 04:22:40.220634+00:00
6368,302472,2026-28562,Batch 44,2021,DepEd (DCP),40,0,1,Functional,,2026-04-17 04:32:44.615039+00:00
6434,306008,2026-10593,DCP 2023-eLC,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 08:22:48.754195+00:00
6435,501729,2026-00564,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-17 08:25:20.254504+00:00
6436,501729,2026-00564,Laptop For Teachers,2024,DepEd (DCP),5,0,0,Functional,,2026-04-17 08:25:20.260828+00:00
6508,105881,2026-14771,Bath 2023,2024,DepEd (DCP),36,0,1,Functional,"Mouse, headset",2026-04-17 19:41:21.606727+00:00
